date,SYN.X,SYN.Y
2100-01-01,100.00000000000004,12.3516507201837
2100-01-04,98.70083687202913,7.88604663915868
2100-01-05,97.36810910233234,6.823833271843584
2100-01-06,99.98443782986553,4.585305791163015
2100-01-07,102.85692574298355,4.5197136533824445
2100-01-08,102.55414770732094,3.3310308919045624
2100-01-11,101.95077716333502,5.0332074137612395
2100-01-12,103.30483586535954,8.666807991206852
2100-01-13,99.76599609948461,11.529065749563076
2100-01-14,98.49358820902009,10.269614172724669
2100-01-15,98.74611513295308,14.214290915420117
2100-01-18,99.03016898046809,11.7651299960117
2100-01-19,100.45224465154462,14.822677680134397
2100-01-20,102.48238106822586,11.239388578845587
2100-01-21,102.80275208463021,11.056807363987142
2100-01-22,105.34992716634946,7.45852522410685
2100-01-25,106.29259891936228,17.40092080704281
2100-01-26,107.29733356463062,20.394731398073894
2100-01-27,106.37527130710419,14.815872605833237
2100-01-28,109.62211831939591,20.591849534427883
2100-01-29,110.25303917796904,19.43420435271569
2100-02-01,110.63919728929312,16.91455735603751
2100-02-02,109.66071346439868,11.943307451881887
2100-02-03,112.141131896905,16.08653322599293
2100-02-04,112.66989037277888,35.575305086278696
2100-02-05,115.54526228820194,24.895875191322055
2100-02-08,115.65125196627997,30.355379870355975
2100-02-09,116.426970666174,32.710813404192365
2100-02-10,115.69200692757677,47.34088274287098
2100-02-11,113.6423794628987,60.69262932625215
2100-02-12,113.9169294285503,79.57655361655213
2100-02-15,112.16117863630197,59.8243604743448
2100-02-16,114.29050100126533,63.891708190213
2100-02-17,114.8898352257581,56.34952200516903
2100-02-18,111.66525954177278,79.90471803977539
2100-02-19,113.59033914599038,102.28188846501715
2100-02-22,118.62885543173299,76.89994623251256
2100-02-23,118.64434881543463,52.709504986348904
2100-02-24,117.04895354968414,38.82119084539693
2100-02-25,115.81442742397908,24.990937647994723
2100-02-26,111.27730977390563,23.081363228713208
2100-03-01,110.70203758153203,20.529324232724406
2100-03-02,111.05718184779504,27.952845081812075
2100-03-03,112.32266661085723,20.62106543730914
2100-03-04,113.30155012426161,21.60946101205879
2100-03-05,113.8816375767474,26.13617421837243
2100-03-08,111.93372741540091,31.70593451260517
2100-03-09,111.45701872280155,22.321739245459206
2100-03-10,112.12845847445678,29.540843620016787
2100-03-11,112.11745433422209,38.10851821062748
2100-03-12,115.49008550530117,52.4925152541843
2100-03-15,115.99635097311592,45.797570642977576
2100-03-16,116.70363017629293,43.60303412603805
2100-03-17,116.28172459994428,43.859645561361916
2100-03-18,117.68624538934564,45.69101885357858
2100-03-19,119.78050511202194,35.72823487836437
2100-03-22,115.50427329123454,22.872355152351336
2100-03-23,116.5895349449565,21.791369198029056
2100-03-24,116.66962351583435,21.8970095481349
2100-03-25,116.5713070423438,37.500663464662594
2100-03-26,114.17518847528531,29.631653183064635
2100-03-29,117.03116368840182,33.19094032728981
2100-03-30,115.56409631588421,41.89079991609639
2100-03-31,116.81422002907004,51.02908138373998
2100-04-01,115.40237285537238,27.86228399464559
2100-04-02,117.65405589794219,31.28538673048957
2100-04-05,119.42570037421332,33.10183716805452
2100-04-06,117.41365794778342,62.079373172861125
2100-04-07,119.85328355277537,69.74325239521329
2100-04-08,123.984575932147,86.95772253217355
2100-04-09,124.2932944278137,41.67435108893504
2100-04-12,123.18341356511547,78.8945502777752
2100-04-13,123.63680378040443,117.29666106703597
2100-04-14,123.73620745863077,89.3757029175081
2100-04-15,126.69403223561243,77.90043742227027
2100-04-16,124.01753109789409,48.04921864965595
2100-04-19,127.55183309495365,55.03377124793217
2100-04-20,128.64898379994605,51.03719743453543
2100-04-21,130.0349613579615,58.47584493069507
2100-04-22,129.11472439318933,60.988529677118265
2100-04-23,128.02542596332088,57.27138345821859
2100-04-26,127.79925890831049,53.33104791298792
2100-04-27,127.77793963586711,39.26771718979186
2100-04-28,126.23063950849578,23.064367909919348
2100-04-29,125.78147918368855,22.733341192057065
2100-04-30,126.46422439665051,27.546300736000738
2100-05-03,127.46584610385104,19.42234288502642
2100-05-04,127.34735792536468,16.222238044645717
2100-05-05,126.83716891199438,20.785222149325516
2100-05-06,128.7373380573515,17.87730629435784
2100-05-07,128.9051510392004,16.33997044833425
2100-05-10,131.70617062961517,20.596208322112716
2100-05-11,131.32023875525502,22.313534271579968
2100-05-12,134.44527592394087,29.456384521023022
2100-05-13,133.80081950535356,33.44100191481354
2100-05-14,131.91180506241136,45.78749761145085
2100-05-17,132.18674579175163,35.28158124794293
2100-05-18,133.8683649556187,59.53574886420472
2100-05-19,130.50850541910773,75.99799336791673
2100-05-20,132.28375771216088,94.25076559726311
2100-05-21,134.7427530402141,102.1965691081763
2100-05-24,133.30811429681577,81.74046904079107
2100-05-25,138.4373006781761,89.8069357950476
2100-05-26,138.46051775465716,70.13326994506107
2100-05-27,136.87661457121578,77.60809313113552
2100-05-28,137.79729657514204,78.58166905585026
2100-05-31,140.42318539822313,63.266762540719334
2100-06-01,140.0971460936834,39.13218513239715
2100-06-02,139.6432111690625,27.10791215685118
2100-06-03,141.7082483429882,28.84997634453572
2100-06-04,140.2123552876199,20.613537288612534
2100-06-07,138.72311845954255,22.686150113290164
2100-06-08,140.29555430701254,22.2054985538278
2100-06-09,141.58405516163253,24.408962180709075
2100-06-10,144.81793703731717,38.966699592487764
2100-06-11,141.84936888427507,37.34292454587024
2100-06-14,144.18377274035856,34.15855144176591
2100-06-15,144.96128991411362,63.58063481954559
2100-06-16,144.43330445235569,61.36498038067188
2100-06-17,143.34569027107707,77.32485168317103
2100-06-18,146.5237015963529,100.0695741905979
