# script_path: C:\Users\preet\OneDrive\Desktop\Skool\Arbit\analysis\claim_004_episode1_beta_range\codex\compute_episode1_beta_range.py
# git_commit: 1717ffb3ed62e6b502d7c6ef2791545737673d89
# snapshot_id: tcs_infy_v1_2026-07-04
# timestamp_utc: 2026-07-09T05:24:31.611552+00:00
# output_content_sha256: e80d83321322ac13e42d802d575c6e0951943dc705f6e22c42d0d78cf5d554e2
# output_hash_scope: bytes after this provenance header
# final_file_sha256: recorded in provenance.json
date,beta
2020-12-31,0.749515134877542
2021-01-29,0.735814382622507
2021-02-26,0.719427373262139
2021-03-31,0.685176018063414
2021-04-30,0.682809456399286
2021-05-31,0.678893328830523
2021-06-30,0.673673824261122
2021-07-30,0.661658764646927
2021-08-31,0.657501256957301
2021-09-30,0.67172908795048
2021-10-29,0.670134276627577
2021-11-30,0.663525167404586
2021-12-31,0.656491627536006
2022-01-31,0.655217886483183
2022-02-28,0.654248022165568
2022-03-31,0.647703964008994
2022-04-29,0.651346115020959
2022-05-31,0.655768170407509
2022-06-30,0.659461061244575
2022-07-29,0.657131398524259
2022-08-30,0.653931264262434
2022-09-30,0.649223103015917
2022-10-31,0.656943004604387
2022-11-30,0.660396428462368
2022-12-30,0.668070493616553
2023-01-31,0.67136462233065
2023-02-28,0.673269991894059
2023-03-31,0.663901726331838
