# script_path: C:\Users\preet\OneDrive\Desktop\Skool\Arbit\analysis\claim_004_episode1_beta_range\codex\compute_episode1_beta_range.py
# git_commit: 1717ffb3ed62e6b502d7c6ef2791545737673d89
# snapshot_id: tcs_infy_v1_2026-07-04
# timestamp_utc: 2026-07-09T05:24:31.611552+00:00
# output_content_sha256: 5c0b8be1a75c6ad60cb6880c5a16f64b9a9a03accba135565ea34bf0b129da3b
# output_hash_scope: bytes after this provenance header
# final_file_sha256: recorded in provenance.json
date,beta
2020-01-31,0.977380658908263
2020-02-28,0.934657953423743
2020-03-31,0.850047792553094
2020-04-30,0.744016394491506
2020-05-29,0.718658592834905
2020-06-30,0.690226473146395
2020-07-31,0.607211385271627
2020-08-31,0.545092233079208
2020-09-30,0.556857071681239
2020-10-30,0.606459430010524
2020-11-27,0.607963843883575
2020-12-31,0.621906310676133
2021-01-29,0.647773783625479
2021-02-26,0.659923940191977
2021-03-31,0.653400337108959
2021-04-30,0.655046454998627
2021-05-31,0.660032139493337
2021-06-30,0.663475112050119
2021-07-30,0.652253255358545
2021-08-31,0.647639696260343
2021-09-30,0.659465051897211
2021-10-29,0.659388336312799
2021-11-30,0.663348992214762
2021-12-31,0.66610807949317
