date,window_length,beta,abs_beta_change,eg_pval,adf_pval,half_life,eg_pass,adf_pass
2025-07-31,60,1.310453,0.407194,0.985243,0.675087,,0,0
2025-07-31,120,1.398056,0.242615,0.941304,0.392744,58.38,0,0
2025-07-31,250,2.187909,0.223887,0.531094,0.044018,18.52,0,1
2025-07-31,500,1.417568,0.035888,0.908951,0.301462,100.38,0,0
2025-07-31,730,1.720587,0.042886,0.771132,0.131529,82.81,0,0
2025-08-31,60,2.166859,0.856406,0.345955,0.017798,6.09,0,1
2025-08-31,120,1.365056,0.033,0.944865,0.405797,56.21,0,0
2025-08-31,250,2.222812,0.034904,0.300426,0.013699,13.54,0,1
2025-08-31,500,1.470702,0.053134,0.832035,0.181151,82.43,0,0
2025-08-31,730,1.705241,0.015347,0.674816,0.083625,72.17,0,0
2025-09-30,60,1.628645,0.538214,0.414025,0.025382,3.92,0,1
2025-09-30,120,1.530727,0.16567,0.951221,0.431304,84.86,0,0
2025-09-30,250,2.197701,0.025112,0.472003,0.03356,14.2,0,1
2025-09-30,500,1.510126,0.039424,0.950065,0.426431,141.61,0,0
2025-09-30,730,1.659793,0.045448,0.743218,0.114811,82.13,0,0
2025-10-31,60,1.292843,0.335802,0.555718,0.049165,5.61,0,1
2025-10-31,120,2.584967,1.054241,0.282758,0.012287,8.71,0,1
2025-10-31,250,2.287422,0.089722,0.423483,0.026597,17.57,0,1
2025-10-31,500,1.592279,0.082153,0.921791,0.332944,117.17,0,0
2025-10-31,730,1.643038,0.016755,0.729694,0.107672,77.33,0,0
2025-11-30,60,1.539489,0.246646,0.1604,0.004738,2.91,0,1
2025-11-30,120,2.252422,0.332546,0.14495,0.004042,5.47,0,1
2025-11-30,250,2.277947,0.009476,0.622564,0.066188,20.13,0,0
2025-11-30,500,1.630025,0.037745,0.935365,0.37264,133.88,0,0
2025-11-30,730,1.630392,0.012646,0.771948,0.132064,87.32,0,0
2025-12-31,60,1.48939,0.050099,0.002084,1.7e-05,1.01,1,1
2025-12-31,120,1.343468,0.908954,0.016372,0.000201,3.54,1,1
2025-12-31,250,2.091733,0.186214,0.84974,0.200601,31.65,0,0
2025-12-31,500,1.644581,0.014557,0.916941,0.320455,137.53,0,0
2025-12-31,730,1.56595,0.064441,0.853144,0.204701,106.87,0,0
2026-01-31,60,1.09381,0.39558,0.223365,0.008134,2.71,0,1
2026-01-31,120,1.141333,0.202135,0.078675,0.001629,4.08,0,1
2026-01-31,250,1.744648,0.347084,0.804568,0.156029,45.38,0,0
2026-01-31,500,1.649798,0.005217,0.93825,0.382167,178.42,0,0
2026-01-31,730,1.511695,0.054255,0.873019,0.231481,131.39,0,0
2026-02-28,60,1.665929,0.572119,0.163898,0.004903,2.7,0,1
2026-02-28,120,1.553622,0.412289,0.028667,0.000412,3.6,1,1
2026-02-28,250,1.419266,0.325383,0.886278,0.252635,60.38,0,0
2026-02-28,500,1.766343,0.116545,0.867917,0.224098,110.71,0,0
2026-02-28,730,1.531736,0.020042,0.874664,0.233945,129.03,0,0
2026-03-31,60,1.873731,0.207801,0.390638,0.022557,5.81,0,1
2026-03-31,120,1.919225,0.365602,0.315569,0.014986,6.28,0,1
2026-03-31,250,1.859375,0.44011,0.709913,0.098174,40.3,0,0
2026-03-31,500,1.981325,0.214982,0.80895,0.159691,92.02,0,0
2026-03-31,730,1.604908,0.073172,0.968756,0.523325,240.2,0,0
2026-04-30,60,1.802207,0.071524,0.570275,0.052465,19.57,0,0
2026-04-30,120,1.884365,0.034859,0.487889,0.036137,8.13,0,1
2026-04-30,250,2.09025,0.230875,0.13686,0.003699,17.59,0,1
2026-04-30,500,2.229178,0.247853,0.254145,0.010193,44.76,0,1
2026-04-30,730,1.725538,0.12063,0.855202,0.207242,128.88,0,0
2026-05-31,60,1.174041,0.628166,0.58562,0.056172,7.66,0,0
2026-05-31,120,1.813196,0.071169,0.302946,0.013908,7.1,0,1
2026-05-31,250,2.032764,0.057486,0.068258,0.001331,11.47,0,1
2026-05-31,500,2.468019,0.238842,0.106218,0.002522,25.99,0,1
2026-05-31,730,1.883183,0.157645,0.883615,0.248137,134.69,0,0
2026-06-30,60,1.635954,0.461913,0.712339,0.099283,9.09,0,0
2026-06-30,120,1.824592,0.011396,0.155793,0.004525,7.46,0,1
2026-06-30,250,2.019116,0.013649,0.049241,0.000847,8.99,1,1
2026-06-30,500,2.592521,0.124502,0.06403,0.001217,19.47,0,1
2026-06-30,730,2.048138,0.164955,0.817899,0.167554,107.15,0,0
